restaurant,content,name,stats,time,rating
Grazery,"Always fresh food and friendly service. Our server checked with the chef to be sure ingredients would not cause an allergic reaction. Seating is limited and COVID protocols are enforced. Great atmosphere, delicious food, wonderful place for lunch. Try the soup (any of them) and my favorite sandwich is the Mediterranean. Vegan and Gluten Free options on menu. Family friendly, tables with chairs and/or bench seating. On street metered parking (accepts credit card payment, use the parking app, or bring change). Enjoy!",Isabelle Harman,Local Guide · 76 reviews · 30 photos,3 years ago,5
Grazery,"some of the best gyros i’ve ever had, and i eat lots of them. Maria and John are some of the sweetest people and they make damn good food.",Jacaylah Winters,7 reviews,8 months ago,5
Grazery,"Picked up some take out for lunch today and forgot how much I absolutely love this place. We usually go for breakfast (which I highly recommend). Today we tried out the Lunch menu and absolutely loved it. I got the Greek Pita with shredded lamb and it was delicious. The Spring Me Up salad was also delightful..I never describe food as delightful. The chocolate raspberry vinaigrette was something I couldn’t put my finger on and definitely would not have considered to put on a salad.

Cannot recommend this place enough!",Mike Palmieri,4 reviews,3 years ago,5
Grazery,This is my first time ordering from here and it is very delicious. I appreciate the gluten and vegan free options. It is difficult to find those accommodating options in Carlisle. I would definitely be ordering from here again. The only thing I would mention is price is fairly high. I got a sandwich and half salad for $18. I normally wouldn’t buy food for that cost but it’s something new to try. Overall good experience.,B Michelle,15 reviews,3 years ago,4
Grazery,Always fresh ingredients which make all their food wonderful!,Penny Wolf,Local Guide · 94 reviews · 16 photos,4 months ago,5
Grazery,"I eat here once a week. Maria, Brittany and the rest of the team are great. They provide excellent service and the food is delicious. Highly recommend Grazery",Alex Arutynov,7 reviews,a year ago,5
Grazery,I came across this lovely little spot along my travels. I decided to stop in to grab lunch. Really cool little place with a nice ambience. The food was delicious! I enjoyed a chicken pita panini and their regular soup. Highly recommended!,Alison Terrana,Local Guide · 63 reviews · 156 photos,a year ago,5
Grazery,This little eatery is delightfully decorated - they make the most of the space they are in for sure.  It's nice and open and impeccably clean.  Staff is really delightful and friendly and the food is delicious.  Everything is fresh and flavorful!  The locally made sodas are also quite tasty.,Jen Johns,Local Guide · 88 reviews · 416 photos,4 years ago,5
Grazery,"Everything was amazing here! I wish they would open a location in Seattle, where I live. They would do amazingly there! The carrot and ginger purée soup was bowl-licking delicious (I seriously had to hold back from doing so) and the kale farro salad was equally stunning, both in flavor and appearance. They have a wonderful selection of pantry goods that I will come back for before I return to Seattle. Well-worth the visit!",Dawn Chesbro,Local Guide · 15 reviews,2 years ago,5
Grazery,Wonderful place for lunch.  I can't wait to try the other items on the menu.,Douglas Simmons,"279 reviews · 1,852 photos",7 months ago,5
Grazery,"Really unique eatery in Carlisle, I'm glad I found it! Diverse menu with something for everyone - options for gluten free, vegetarian, and vegan if you want, but they have plenty of meat options too if that's your jam. It's a fun vibe inside, I'll definitely be back!",Charisse Morrell,Local Guide · 145 reviews · 135 photos,2 years ago,5
Grazery,Came across this place today while looking for somewhere to have lunch. I was looking for something more vegetarian/vegan and I have to say it was really good. Both the food and service. I will be back. Highly recommended.,Kyle Stoner,3 reviews,a year ago,5
Grazery,"The Grazery is a fun, eclectic spot for delicious and healthy fare.  The staff are cheery and have a way of making you feel better when you leave than when you arrived. In all, it is just a nice place to have a great meal in beautiful. historic downtown Carlisle.",Derek Busby,Local Guide · 74 reviews · 74 photos,2 years ago,5
Grazery,Today was my first time eating here. All I can say is FANTASTIC. I had the Tuna Sea sandwich and a cup of soup. Flavors were on point.  My coworkers also enjoyed their meals. I will definitely be back!,Erica Snape,Local Guide · 16 reviews,3 years ago,5
Grazery,"Really enjoyed my first meal at Grazery. Chicken pepper sandwich and Greek pita with lamb were both very good. Fresher, better tasting, and better value than Panera. Lemon blueberry cheesecake was very good as well.  Service was a bit slow but still good. Will definitely be back. Keep in mind they are not open for dinner.",George Shatzer,128 reviews · 11 photos,5 years ago,5
Grazery,Amazing food! I was surprised that a simple breakfast could completely 'wow' me with how tasty and unique it was. The service was very friendly and quick. I'm anxious to come back and try their lunch and dinner menu.,Danielle Peiffer,37 reviews · 12 photos,4 years ago,5
Grazery,"Was looking for a healthy, Vegetarian option in Carlisle.  Walked in 14 minutes before they closed and was refused service.  Offered to get take-out and they said no, even though they were on the phone taking orders.  I won't be back.",cgorange,Local Guide · 38 reviews · 177 photos,a year ago,1
Grazery,"Our family loves this restaurant.  High quality, healthy, reasonable price, and great service.  We wish they were closer to where we live and we would definately be there more often.",David Heckard,88 reviews · 8 photos,2 years ago,5
Grazery,"The food at Grazery is  marvelous and you can't go wrong with anything on the menu, and I feel great after eating a FULL meal. In addition the food is inexpensive but is still wonderful quality. The Grazery has absolutely amazing service,  my food was delivered in less then 8 minutes of ordering. The staff is incredibly kind and is always there to help. The space is very comforting and feels homey and inviting.The Grazery is perfect for family, friends, and if you are  just dining alone,  they are so respectful and I wish I could give them over five stars!",Phoebe Levitt,1 review,4 years ago,5
Grazery,Great flavorful food. Easy ordering. Fast in and out.,michael duffy,5 reviews · 1 photo,3 years ago,4
Grazery,"Lovely, cozy little spot with a healthy menu catering to vegetarian, vegan and gluten free diets. For breakfast, the avo toast and chai pudding are delicious! The serving sizes aren't huge, but its not too expensive for what you get. The service is really good. My cousin didn't eat much of her salad and the server felt bad and gave her a free desert!",Sophie Kirkman,Local Guide · 38 reviews · 4 photos,5 years ago,5
Grazery,"The Grazery has a welcoming atmosphere. The cozy nook provided a menu to please most palates. They have vegan, vegetarian and gluten free options. Great place to meet a friend for lunch. Due to the popularity of this hot spot one can get ""close"" to other diners which is it's  only downfall. Very lovely experience with friendly staff. On my list of places to return.",Maria Holsberger,Local Guide · 12 reviews · 1 photo,5 years ago,5
Grazery,"The food here is delicious, and the service was good.  I was able to use the WiFi and enjoy a hearty breakfast.  A great first impression!  The lunch menu also looked great and I plan on returning many more times.",Eduardo Rodriguez,Local Guide · 109 reviews · 32 photos,4 years ago,5
Grazery,AMAZING SERVICE!!!  The staff works so hard to give you a great experience. They treat you with respect and are so kind. The food is delicious yet inexpensive and some of the best breakfast around!!! It can get crowded but that just proves how popular and delicious their food is. Such a beautiful space. Would highly recommend coming with friends and family. 🙂🙂💙💙💙💙,Cece Fern,1 review,4 years ago,5
Grazery,"Stopped here for lunch with my mom. Amazing!! Got the undercover chicken sandwich and a chickpea soup. So adorable inside, love the aesthetic!! Great food, service, and atmosphere.",Jennifer Anderson,Local Guide · 63 reviews · 5 photos,2 years ago,5
Grazery,Very good food with great selection. There are multiple gluten free and vegan options available. The only downside is the very very limited hours of operation. Can be very hard to catch them on the 3 hours they are open a day.,Jordyn Miller,Local Guide · 55 reviews · 12 photos,2 years ago,4
Grazery,"Very quick service and friendly staff. So glad to see a healthy and vegan restaurant pop up in our area! If you're looking for clean but flavorful eating, this is the place for you! Everything on the menu is great.",purpleshrimp32,Local Guide · 9 reviews · 1 photo,5 years ago,5
Grazery,Fresh food delicious that’s reasonable price and Healthy but not boring!,Donny Martinez,11 reviews · 95 photos,6 months ago,5
Grazery,My husband and I come here during the summer when we are walking around town. The service is friendly and the food is SOOOO good. I love the location. It’s cozy and clean and one of our favorite spots for a date! The atmosphere is really fantastic too.,Bekah W,35 reviews · 6 photos,6 years ago,5
Grazery,"Friendly staff and owners are a great component to success , add to it fresh, healthy,  delicious food and you have the Grazery in Carlisle !

Everything I've had here is Amazing! They have Vegan and Gluten free options ! They even have Greek cookies and pastries I got to take to go for Christmas! It's all about balance  : )",Christine Vasiliades,"Local Guide · 223 reviews · 5,686 photos",6 years ago,5
Grazery,"I don’t know why I haven’t left a review for Grazery yet, but it’s honestly one of the best lunch spots in Carlisle. They make such delicious fresh food. Definitely try the greek pita, the lamb is amazing. Can’t go wrong with anything on the menu though.",Kara Hockensmith,8 reviews,4 years ago,5
Grazery,Grazery is bringing back memories of Greece and Greek food! The food is amazing and very tasty! The people are incredible! It’s always a fun time!,George Kourtzidis,Local Guide · 44 reviews · 9 photos,a year ago,5
Grazery,"Clean and warm atmosphere. Went in for breakfast and enjoyed the delicious Frenchie and Homefry Main entrees. Definitely going back.

Recommend having soup options available for breakfast servings especially during winter/cold season.",P Camacho,38 reviews · 5 photos,4 years ago,5
Grazery,"Cute place, great food and awesome service. I was really surprised how fast and delicious my food was.",Cecilia Coronado,Local Guide · 80 reviews · 3 photos,4 years ago,5
Grazery,"Awesome food, incredible soup and friendly service!
Super lunch sammy and they politely swapped out to the bread I like!",LEO BERBERICH,Local Guide · 54 reviews · 30 photos,a year ago,5
Grazery,Great tasting and healthy food with lots of vegan options. Had one of the best pitas I have ever had.  The house made potato chips are pretty incredible too.,Michael Lyman,"Local Guide · 253 reviews · 1,687 photos",4 years ago,5
Grazery,Great healthy and delicious food! Wonderful service and cute atmosphere. We loved the soup of the day and the sandwiches were amazing.,Megan McGarrell,Local Guide · 43 reviews · 159 photos,4 years ago,5
